Agua_Marina:RCA-01;RCA-02;RCA-03;RCA-04;RCA-05
Sedimento_Marino:RCA-01;RCA-02;RCA-03;RCA-04;RCA-05;RCS-01;RCS-02;RCS-03;RCS-04;RCS-05
Sedimento_Salar:ESAL-1;ESAL-2;ESAL-3;ESAL-4;ESAL-5;ESAL-6;ESAL-7
