Agua_Salar:JU-1;JU-2;JU-3;SN-1;SN-2;RE-1;RE-2;YA-1;YA-2;YA-3;YA-3;CH-1;CH-1;CH-2;CH-1;CH-3;CH-1;CH-4;CH-1;CH-5;CH-1;ACH-1;CH-1;ACH-2;CH-1;HUI-1;CH-1;HUI-2;CH-1;HUI-3;CH-1;HUI-4;CH-1;HUI-5;CH-1;HUI-6;CH-1;SI-1;CH-1;CU-1;CH-1;CU-2;CH-1;CO-1;CH-1;CO-2_(T5);CH-1;CO-3_(T6);CH-1;CO-4_(T1);CH-1;VM1;CH-1;VM2;CH-1;VM3;CH-1;VM4;CH-1;VM5;CH-1;J0;CH-1;J1;CH-1;J2;CH-1;J3;CH-1;J4;CH-1;J5;CH-1;J6;CH-1;T3;CH-1;T4;CH-1;AL-1;CH-1;AL-2;CH-1;AL-3;CH-1;AL-4;CH-1;MP-1;CH-1;MP-2;CH-1;MP-3;CH-1;MP-4;CH-1;MP-5;CH-1;MP-6;CH-1;CY-1;CH-1;CY-2;CH-1
Agua_Salar_Dulce:JU-1;JU-2;JU-3;SN-1;SN-2;RE-1;RE-2;YA-1;YA-2;YA-3;CH-1;CH-2;CH-3;CH-4;CH-5;ACH-1;ACH-2;HUI-1;HUI-2;HUI-3;HUI-4;HUI-5;HUI-6;SI-1;CU-1;CU-2;CO-1;CO-2_(T5);CO-3_(T6);CO-4_(T1);VM1;VM2;VM3;VM4;VM5;J0;J1;J2;J3;J4;J5;J6;T3;T4;AL-1;AL-2;AL-3;AL-4;MP-1;MP-2;MP-3;MP-4;MP-5;MP-6;CY-1;CY-2
Sedimento_Salar:JU-1;JU-3;SN-1;SN-2;RE-1;RE-1;YA-1;RE-1;YA-3;RE-1;CH-2;RE-1;CH-4;RE-1;ACH-1;RE-1;HUI-1;RE-1;HUI-2;RE-1;HUI-3;RE-1;HUI-4;RE-1;HUI-5;RE-1;HUI-6;RE-1;SI-1;RE-1;CU-1;RE-1;CO-1;RE-1;CO-3_(T6);RE-1;VM1;RE-1;VM2;RE-1;VM3;RE-1;VM4;RE-1;VM5;RE-1;J0;RE-1;J1;RE-1;J2;RE-1;J3;RE-1;J4;RE-1;J5;RE-1;J6;RE-1;T3;RE-1;T4;RE-1;AL-1;RE-1;AL-4;RE-1;MP-1;RE-1;MP-3;RE-1;MP-6;RE-1;CY-1;RE-1
Sedimento_Salar_Dulce:JU-1;JU-3;SN-1;RE-1;YA-1;YA-3;CH-2;CH-4;ACH-1;HUI-1;HUI-2;HUI-3;HUI-4;HUI-5;HUI-6;SI-1;CU-1;CO-1;CO-3_(T6);VM1;VM2;VM3;VM4;VM5;J0;J1;J2;J3;J4;J5;J6;T3;T4;AL-1;AL-4;MP-1;MP-3;MP-6;CY-1
